Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
694,3.0,0.3315,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",10 22pm label partnering launch collaboration rising r b hip hop artist
695,3.0,0.3781,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",music companies thrilled streaming become reliable revenue theyre considering comes next including
696,3.0,0.3781,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",music companies thrilled streaming become reliable revenue theyre considering comes next including
697,2.0,0.3229,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",universal music groups 10 22pm label created new virtual supergroup kingship comprised four characters bored ape yacht club
698,1.0,0.332,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",todd mcfarlane teaming launch oddkey new marketplace put artists control digital work
699,2.0,0.3343,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",country music association teams solo music drop debut nov 12
700,1.0,0.3081,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",struck deal release collectibles next grammy awards platform
701,2.0,0.3224,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",edc las vegas making history festival stream via gaming platform
702,2.0,0.2994,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",edc las vegas become music festival stream roblox weekend
703,1.0,0.3611,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",triller verzuz continue grow excite audiences around world announcement bundle
704,1.0,0.2726,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",triller announces limited commemorative bundle ten best time verzuz battle moments billboard exclusively reports
705,0.0,0.3216,"drop, fashion, love, world, big, new, time, begin, go, pendant",marcy venture partners mvp investing spatial labs slabs tech incubator focus blockchain based products
706,0.0,0.3592,"drop, fashion, love, world, big, new, time, begin, go, pendant",tiktok stepping world month none trailblazer lilnasx
707,0.0,0.3497,"drop, fashion, love, world, big, new, time, begin, go, pendant",tiktok officially entering game tiktok top moments collection six dropping month
708,3.0,0.514,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",snoop dogg says hes owner account garnered interest well documented speculation ownership 140
709,2.0,0.2904,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",tells billboard new interview curating kind treasure hunt verizon friendswithyou
710,3.0,0.3796,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",inspiration4 wont make history civilian mission orbit playing song space courtesy
711,3.0,0.2917,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",marketplace makersplace raised 30 million investors including sony music entertainment eminem former def jam ceo paul rosenberg dj 3lau
712,0.0,0.3009,"drop, fashion, love, world, big, new, time, begin, go, pendant",damon dash gone ahead auction
713,2.0,0.3367,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",jay z commissioned digital animation artist derrick adams celebrate 25th anniversary reasonable doubt album
714,3.0,0.3438,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",roc fella records convinced new york federal judge jay z album sold least time
715,2.0,0.3565,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",roc fella records inc suing co founder damon dash allegedly trying sell non fungible token containing ownership rights copyright jay zs 1996 debut studio album reasonable doubt
716,3.0,0.3657,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",roc fella records inc suing co founder damon dash allegedly trying sell containing ownership rights copyright jay zs 1996 debut album
717,0.0,0.3177,"drop, fashion, love, world, big, new, time, begin, go, pendant",bbmas partnered trae tha truth ever award show
718,1.0,0.3343,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",regional mexican artist set release ever inspired spiritual gangsta persona partnership gaming company anrkey x
719,0.0,0.3437,"drop, fashion, love, world, big, new, time, begin, go, pendant",racs new agency grammy winning producer aims use buzzy new art form challenge notion music worth 0 000 whatever cents
720,2.0,0.3021,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",rock roll journey taken nfl
721,1.0,0.4337,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",partners develop artist avatars digital wearable users purchase wear sold genies newly announced marketplace
722,2.0,0.3039,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",rock roll journey taken nfldraft
723,2.0,0.3299,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",drop shady con happening today includes kind slim shady produced beats
724,2.0,0.3504,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",drop shady con includes kind slim shady produced beats
725,3.0,0.4039,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",doja cat taking red hot market launch juicy drops curated marketplace
726,3.0,0.4756,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",wwe looking expand new business areas including red hot audio content markets
727,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",getting game
728,2.0,0.3349,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",several well known figures music entertainment sports putting 1 million business ideas new contest called pitch
729,2.0,0.497,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",young sick goldflyer announced golden ticket art fundraiser benefitting 10 indie venues national independent venue association
730,3.0,0.3191,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",preparing drop collection heres need know
731,1.0,0.3269,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",latest artist get fun
732,3.0,0.2999,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",auctioning new song lullaby
733,3.0,0.31,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",heres simplified look process guide covering everything cryptocurrency basics minting artists drop important
734,0.0,0.3425,"drop, fashion, love, world, big, new, time, begin, go, pendant",3laus 11 7 million sale become beacon music industry exponential growth sustainable dont expect prices continue
735,1.0,0.3289,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",exclusive joe conyers iii head platform
736,3.0,0.3258,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",elon musk hopping blockchain trend announcing plans sell new song
737,1.0,0.2835,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",turning nightmares art series people disappear
738,2.0,0.3,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",album designer roger dean release artwork
739,2.0,0.3729,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",offering fans chance play beer pong via experience cryptocurrency group fyooz
740,3.0,0.4406,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",music industry scrambles get action prices skyrocket several weeks come flurry announcements
741,1.0,0.2727,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",ces dominated talk breaks products debuted bodysuits tvs
742,1.0,0.2727,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",ces dominated talk breaks products debuted bodysuits tvs
743,1.0,0.2727,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",ces dominated talk breaks products debuted bodysuits tvs
744,1.0,0.2727,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",ces dominated talk breaks products debuted bodysuits tvs
745,2.0,0.3525,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",industry backed group thinks avoid ills social media heres
746,2.0,0.3525,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",industry backed group thinks avoid ills social media heres
747,2.0,0.3525,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",industry backed group thinks avoid ills social media heres
748,2.0,0.3525,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",industry backed group thinks avoid ills social media heres
749,3.0,0.3467,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",steph curry sold 3 000 pairs virtual sneakers 333
750,3.0,0.3998,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",frances haugen super scared facebooks
751,0.0,0.3037,"drop, fashion, love, world, big, new, time, begin, go, pendant",art collectors playing risky game winning
752,3.0,0.3998,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",frances haugen super scared facebooks
753,0.0,0.3037,"drop, fashion, love, world, big, new, time, begin, go, pendant",art collectors playing risky game winning
754,3.0,0.3998,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",frances haugen super scared facebooks
755,3.0,0.3998,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",frances haugen super scared facebooks
756,0.0,0.3233,"drop, fashion, love, world, big, new, time, begin, go, pendant",behind scenes art basel miami biggest irl party yet
757,0.0,0.3232,"drop, fashion, love, world, big, new, time, begin, go, pendant",behind scenes art basel miami biggest irl party yet
758,0.0,0.3037,"drop, fashion, love, world, big, new, time, begin, go, pendant",art collectors playing risky game winning
759,0.0,0.3037,"drop, fashion, love, world, big, new, time, begin, go, pendant",art collectors playing risky game winning
760,0.0,0.3037,"drop, fashion, love, world, big, new, time, begin, go, pendant",art collectors playing risky game winning
761,0.0,0.3232,"drop, fashion, love, world, big, new, time, begin, go, pendant",behind scenes art basel miami biggest irl party yet
762,0.0,0.3232,"drop, fashion, love, world, big, new, time, begin, go, pendant",behind scenes art basel miami biggest irl party yet
763,0.0,0.3232,"drop, fashion, love, world, big, new, time, begin, go, pendant",behind scenes art basel miami biggest irl party yet
764,0.0,0.3037,"drop, fashion, love, world, big, new, time, begin, go, pendant",art collectors playing risky game winning
765,0.0,0.3037,"drop, fashion, love, world, big, new, time, begin, go, pendant",art collectors playing risky game winning
766,2.0,0.2908,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",6 lessons future creator second life
767,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
768,2.0,0.2908,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",six lessons future creator second life
769,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
770,0.0,0.5402,"drop, fashion, love, world, big, new, time, begin, go, pendant",digital frontier long way go sign times new weekly newsletter demystify ongoing accelerating journey physical world virtual
771,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
772,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
773,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
774,0.0,0.5402,"drop, fashion, love, world, big, new, time, begin, go, pendant",digital frontier long way go sign times new weekly newsletter demystify ongoing accelerating journey physical world virtual
775,0.0,0.3501,"drop, fashion, love, world, big, new, time, begin, go, pendant",time launching new newsletter
776,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
777,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
778,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
779,1.0,0.3169,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",already arrived heres actually means
780,3.0,0.3069,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",recalls like perform real time fortnite excites time100talks
781,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
782,0.0,0.5045,"drop, fashion, love, world, big, new, time, begin, go, pendant",reports conference art tech finance showed start new combined culture
783,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
784,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
785,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
786,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
787,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
788,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
789,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
790,1.0,0.3548,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",facebook create 10 000 new high skilled positions europe within next five years part social media giant push develop u k miss
791,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
792,1.0,0.3497,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",facebook creating 10 000 jobs e u help develop
793,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
794,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
795,3.0,0.2964,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",market exploding artists thrive
796,3.0,0.3482,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",coming nvidia ceo jensen huang fusion virtual physical worlds
797,3.0,0.3482,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",coming nvidia ceo jensen huang fusion virtual physical worlds
798,3.0,0.3482,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",coming nvidia ceo jensen huang fusion virtual physical worlds
799,3.0,0.3482,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",coming nvidia ceo jensen huang fusion virtual physical worlds
800,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
801,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
802,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
803,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
804,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
805,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
806,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
807,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
808,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
809,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
810,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
811,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
812,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
813,1.0,0.3691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",digital art booming cost
814,0.0,0.3367,"drop, fashion, love, world, big, new, time, begin, go, pendant",fashion obsessed
815,0.0,0.3354,"drop, fashion, love, world, big, new, time, begin, go, pendant",must read bella hadid joins vs collective fashion obsessed
816,3.0,0.3248,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",boom comes fashion
817,2.0,0.3264,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",nars releases national orgasm
818,3.0,0.2743,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",must read unpacking tiffany co contentious new campaign nars releases
819,1.0,0.2857,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",designed peter dundas mary j blige superbowl look available
820,0.0,0.3521,"drop, fashion, love, world, big, new, time, begin, go, pendant",stefan cooke shaking monopoly new collection sims
821,0.0,0.3768,"drop, fashion, love, world, big, new, time, begin, go, pendant",kind virtual fashion show imvu online social networking site united real world labels collina strada gypsy sport mowalola freak city bruce glen mum made mimi wade expert creators
822,2.0,0.3154,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",imvu online social networking site host runway show featuring collina strada mowalola gypsy sport details including watch
823,0.0,0.3823,"drop, fashion, love, world, big, new, time, begin, go, pendant",want sleep kate moss new video works take viewers home bed exclusive story
824,3.0,0.3714,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",women carving space market
825,1.0,0.3249,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",opportunity different china tech giants building separate blockchain infrastructure driven government ban cryptocurrency
826,1.0,0.3249,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",opportunity different china tech giants building separate blockchain infrastructure driven government ban cryptocurrency
827,0.0,0.4067,"drop, fashion, love, world, big, new, time, begin, go, pendant",william fung amtd international chief executive statement acquisition part plan continue diversifying operations way expand
828,3.0,0.3654,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",good world retailers must bake environmental social awareness strategies start argues doug stephens
829,1.0,0.4691,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",announced hopping bandwagon releasing collection non fungible tokens unique digital assets recorded blockchain
830,3.0,0.3654,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",good world retailers must bake environmental social awareness strategies start argues doug stephens
831,0.0,0.5176,"drop, fashion, love, world, big, new, time, begin, go, pendant",blockbuster auctions grabbed many headlines technology new frontiers virtual worlds artificial intelligence data analytics apple privacy changes among bof top tech stories read
832,3.0,0.3024,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",bofpodcast ceo c dric charbit discussed brand attention grabbing moments 2021 future
833,0.0,0.4364,"drop, fashion, love, world, big, new, time, begin, go, pendant",experimenting gaming virtual fashion brands unlock value streams engage young consumers find new routes creativity communities commerce
834,2.0,0.5217,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",decentralisation key future nobody profit says martin raymond believe people profit moon think different
835,0.0,0.373,"drop, fashion, love, world, big, new, time, begin, go, pendant",big tech giants signalled bold ambitions virtual world greatest concern operate closed society believe completely open place everyone go
836,3.0,0.2973,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",next joe hage dial bofvoices explore whether open closed
837,0.0,0.3479,"drop, fashion, love, world, big, new, time, begin, go, pendant",sales dramatically spiked 2021 rising 10 7 billion q3 1 3 billion q2 according data gathered bof insights bofvoices
838,1.0,0.4099,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",limitation style imagination alissa aulbekova co founder bofvoices
839,3.0,0.2904,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",building bake security start like physical store advises gentry lane let security afterthought bofvoices
840,0.0,0.3536,"drop, fashion, love, world, big, new, time, begin, go, pendant",back afternoons session innovation speakers exploring new kinds technology mycelium mushrooms beyond bofvoices
841,0.0,0.4027,"drop, fashion, love, world, big, new, time, begin, go, pendant",level interactions brands consumers according ceo c dric charbit bofvoices
842,3.0,0.4635,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",coming soon business unit director
843,0.0,0.4259,"drop, fashion, love, world, big, new, time, begin, go, pendant",virtual fashion blown brands dabbled gaming piled craze bubble next big thing
844,0.0,0.528,"drop, fashion, love, world, big, new, time, begin, go, pendant",bofpodcast ledger chief experience officer ian rogers explains fashion tap gold rush featured fourth episode bof show streaming bloomberg quicktake
845,3.0,0.4105,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",physical digital worlds merge luxury world dematerialise virtual space fast enough attract eager customers avatars
846,1.0,0.3513,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",read latest bof insights report get bof perspective rise future digital assets plus playbook develop data driven strategy
847,1.0,0.3655,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",announcing facebook rebrand meta mark zuckerberg offered vision dress
848,3.0,0.4845,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",selling buying fashion brands dolce gabbana rebecca minkoff jump surging market
849,3.0,0.4845,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",selling buying fashion brands dolce gabbana rebecca minkoff jump surging market
850,2.0,0.4702,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",episode 5 transforming luxury bof new podcast presented bof spoke four global experts share insights impact future luxury goods host robin mellery pratt sponsored
851,3.0,0.4543,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",fashion may preparing future retailers still need attend today business selling physical customers often physical stores
852,3.0,0.4543,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",fashion may preparing future retailers still need attend today business selling physical customers often physical stores
853,0.0,0.3612,"drop, fashion, love, world, big, new, time, begin, go, pendant",week everyone talking earnings many fashion tech stars latest us inflation data things
854,1.0,0.3879,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",dressing going enormously liberating potentially messy
855,3.0,0.2961,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",couture simpsons balenciaga set style agenda 2021
856,3.0,0.2988,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",limited edition bottle released blockbar 22 2 22 sold
857,3.0,0.4346,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",going live 15 minutes watch presents jack irving bnv collection via lfw lfwclearpay
858,0.0,0.3671,"drop, fashion, love, world, big, new, time, begin, go, pendant",celebrate return london fashion week revealed latest cover magazine featuring bfcnewwave kai isaiah jamal soho house explore full lfw schedule via lfw lfwclearpay
859,3.0,0.3278,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",thats hot gives explainer hottest crypto trend along look official
860,2.0,0.301,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",heres means everything know cryptos new art obsession
861,3.0,0.3492,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",british stylist gemma sheppard become world stylist join
862,2.0,0.3561,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",introduction blurs line physical virtual leading labels heading future new technicalfrontier
863,0.0,0.3172,"drop, fashion, love, world, big, new, time, begin, go, pendant",fashion real deal
864,3.0,0.4647,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",upcoming collection plans rami kadi opens
865,0.0,0.3164,"drop, fashion, love, world, big, new, time, begin, go, pendant",came space race comes race
866,3.0,0.3703,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",icymi karinnanobbs discusses based retail brands like gucci balenciaga made debuts
867,3.0,0.3737,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",karinnanobbs discusses based retail brands like gucci balenciaga made debuts
868,2.0,0.4001,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",parishilton polka dots always perfect combo favorite girl barbie vibe stylish trip nyc
869,1.0,0.3355,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",vr set give wrinkles experts weigh explorations might affect faces irl offer simple solutions prevent sagging breakouts wrinkles
870,1.0,0.4682,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",harrystyles cardigan dimensional digital replica developed team visual effects artists took 300 hours craft
871,3.0,0.3695,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",demna gvasalia universe continues expand
872,3.0,0.3695,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",demna gvasalia universe continues expand
873,2.0,0.2784,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",isnt interesting sure
874,3.0,0.4087,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",stay tuned much sells imagine huge
875,1.0,0.3317,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",metaverses female users calling intimidation harassment rape threats done misogynys new home
876,0.0,0.3209,"drop, fashion, love, world, big, new, time, begin, go, pendant",putting stamp runway fashion week
877,3.0,0.4595,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",like many areas finance women excluded movement heres get started
878,3.0,0.4595,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",like many areas finance women excluded movement heres get started
879,0.0,0.2884,"drop, fashion, love, world, big, new, time, begin, go, pendant",destination
880,0.0,0.2884,"drop, fashion, love, world, big, new, time, begin, go, pendant",destination
881,2.0,0.3217,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",welcome beauty new season surreal colour ethereal skin futuristic textures
882,2.0,0.3217,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",welcome beauty new season surreal colour ethereal skin futuristic textures
883,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",welcome
884,3.0,0.297,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",facebook monopolize
885,3.0,0.3129,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",becomes everything mark zuckerberg wants could shake world shifting existence rooted physical world digital presence increasingly supplements real
886,0.0,0.2993,"drop, fashion, love, world, big, new, time, begin, go, pendant",care facebook big push
887,3.0,0.3933,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",facebook quietly buying
888,3.0,0.3594,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",new interview mark zuckerberg explains effectively transition people seeing primarily social media company company
889,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",heck
890,3.0,0.3591,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",quickly gig economy artists designers rushed service fast expanding space could forced adapt next big thing predict bubble burst
891,0.0,0.3287,"drop, fashion, love, world, big, new, time, begin, go, pendant",thirds freelancers fiverr servicing industry sustainable
892,3.0,0.4421,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",youre probably going learn eventually might well
893,1.0,0.5695,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",artists want experiment blockchain desire create environmental art seems conflict actual goal saving environment artist environmentalist
894,1.0,0.5695,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",artists want experiment blockchain desire create environmental art seems conflict actual goal saving environment artist environmentalist
895,3.0,0.2879,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",2022 art move beyond speculative frenzy early days everyday double digit growth via wiredworld2022
896,1.0,0.349,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",group supporting wikileaks founder julian assange raised 50 million ether cryptocurrency selling clock blockchain based activist collective set support legal bills via
897,1.0,0.2739,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",opensea really foundation industry able support crazy growth via
898,3.0,0.4393,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",going curated model cost opensea big slice crowd longs wild west ecosystem staying current light touch course bring endless string pr crises
899,1.0,0.349,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",group supporting wikileaks founder julian assange raised 50 million ether cryptocurrency selling clock blockchain based activist collective set support legal bills
900,0.0,0.5345,"drop, fashion, love, world, big, new, time, begin, go, pendant",zuckerberg narrative information technology culmination power reinforces grander myth progress myth stretches back 19th century shapes silicon valley self understanding
901,1.0,0.3014,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",really wants work via
902,2.0,0.4215,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",week gadget lab senior associate editor adrienne senior writer gilad edelman join podcast talk weird ins outs bringing family whether anyone actually want stay
903,1.0,0.3625,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",mark zuckerberg dreams gamers extremely online people known years
904,2.0,0.4215,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",week gadget lab senior associate editor adrienne senior writer gilad edelman join podcast talk weird ins outs bringing family whether anyone actually want stay
905,2.0,0.2683,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",second life creator philip rosedale spoke wired avoid dystopian true value purely digital goods vr headsets suck
906,2.0,0.2683,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",second life creator philip rosedale spoke wired avoid dystopian true value purely digital goods vr headsets suck
907,3.0,0.3695,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",mentally replace phrase sentence cyberspace ninety percent time meaning wont substantially change
908,0.0,0.3065,"drop, fashion, love, world, big, new, time, begin, go, pendant",new plan lure social media users could legitimize could ruin
